SITE,SUBSITE,TRTMT,PLOT,YEAR,SPP,STATUS,TISSUE,X,Y,Hit Order,Abundance,Height
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,3,9,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,3,9,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,4,9,NA,1,7.1
QHI,HE,CTL,2,2015,Arctagrostis latifolia,STANDINGDEAD,LEAF,4,9,NA,2,
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,4,9,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,4,9,NA,1,
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,LEAF,5,9,NA,1,14.2
QHI,HE,CTL,2,2015,Arctagrostis latifolia,STANDINGDEAD,STEM,5,9,NA,1,
QHI,HE,CTL,2,2015,XXXotherlichen,LIVE,LEAF,5,9,NA,1,
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,5,9,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,5,9,NA,1,
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,LEAF,6,9,NA,2,4.7
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,6,9,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,6,9,NA,1,
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,LEAF,7,9,NA,2,11.4
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,7,9,NA,1,
QHI,HE,CTL,2,2015,XXXpeltigera,LIVE,LEAF,7,9,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,7,9,NA,1,
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,LEAF,8,9,NA,2,7.6
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,STEM,8,9,NA,1,
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,8,9,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,8,9,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,9,9,NA,1,16.9
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,9,9,NA,4,
QHI,HE,CTL,2,2015,Arctagrostis latifolia,LIVE,LEAF,9,9,NA,2,
QHI,HE,CTL,2,2015,Arctagrostis latifolia,LIVE,STEM,9,9,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,9,9,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,10,9,NA,3,7.4
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,10,9,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,10,9,NA,1,
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,LEAF,1,10,NA,2,16.7
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,STEM,1,10,NA,2,
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,1,10,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,1,10,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,2,10,NA,1,21.1
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,2,10,NA,1,
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,2,10,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,2,10,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,3,10,NA,3,22.9
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,3,10,NA,4,
QHI,HE,CTL,2,2015,Cetraria cucculata,LIVE,LEAF,3,10,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,3,10,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,4,10,NA,3,5.9
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,4,10,NA,2,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,4,10,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,5,10,NA,4,12.2
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,5,10,NA,1,
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,LEAF,6,10,NA,1,22.4
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,STEM,6,10,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,6,10,NA,2,
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,6,10,NA,1,
QHI,HE,CTL,2,2015,XXXpeltigera,LIVE,LEAF,6,10,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,6,10,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,7,10,NA,5,30
QHI,HE,CTL,2,2015,Arctagrostis latifolia,STANDINGDEAD,FLOWERSTALK,7,10,NA,1,
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,STEM,7,10,NA,1,26
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,7,10,NA,1,
QHI,HE,CTL,2,2015,XXXpeltigera,LIVE,LEAF,7,10,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,7,10,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,8,10,NA,2,15.9
QHI,HE,CTL,2,2015,Salix pulchra,LIVE,LEAF,8,10,NA,1,13.2
QHI,HE,CTL,2,2015,XXXpeltigera,LIVE,LEAF,8,10,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,8,10,NA,1,
QHI,HE,CTL,2,2015,Salix reticulata,LIVE,LEAF,9,10,NA,1,17.8
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,9,10,NA,2,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,9,10,NA,1,
QHI,HE,CTL,2,2015,Arctagrostis latifolia,STANDINGDEAD,LEAF,9,10,NA,1,
QHI,HE,CTL,2,2015,Salix reticulata,LIVE,LEAF,9,10,NA,1,
QHI,HE,CTL,2,2015,XXXothermoss,LIVE,LEAF,9,10,NA,1,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,9,10,NA,1,
QHI,HE,CTL,2,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,10,10,NA,4,9.6
QHI,HE,CTL,2,2015,Eriophorum vaginatum,LIVE,LEAF,10,10,NA,3,
QHI,HE,CTL,2,2015,XXXlitter,LITTER,NA,10,10,NA,1,
QHI,HE,CTL,3,2015,Arctagrostis latifolia,LIVE,LEAF,1,1,NA,1,14.1
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,LEAF,1,1,NA,2,7.4
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,STEM,1,1,NA,1,
QHI,HE,CTL,3,2015,Luzula arctica,LITTER,LEAF,1,1,NA,2,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,1,1,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,1,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,2,1,NA,3,12.4
QHI,HE,CTL,3,2015,Arctagrostis latifolia,STANDINGDEAD,LEAF,2,1,NA,3,
QHI,HE,CTL,3,2015,Pyrola grandiflora,LIVE,LEAF,2,1,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,2,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,3,1,NA,5,14
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,3,1,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,3,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,4,1,NA,9,22.4
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,4,1,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,4,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,5,1,NA,5,9.5
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,5,1,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,5,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,6,1,NA,4,12.3
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,6,1,NA,2,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,6,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,7,1,NA,7,19.6
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,7,1,NA,4,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,LEAF,7,1,NA,1,10
QHI,HE,CTL,3,2015,Salix pulchra,STANDINGDEAD,LEAF,7,1,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,7,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,8,1,NA,6,10.9
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,8,1,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,8,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,9,1,NA,1,11.1
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,LEAF,9,1,NA,1,6.9
QHI,HE,CTL,3,2015,Pyrola grandiflora,LIVE,LEAF,9,1,NA,3,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,STEM,9,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,9,1,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,9,1,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,10,1,NA,1,15.2
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,10,1,NA,1,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,LEAF,10,1,NA,1,7.2
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,10,1,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,10,1,NA,1,
QHI,HE,CTL,3,2015,Pyrola grandiflora,LIVE,LEAF,1,2,NA,1,6.4
QHI,HE,CTL,3,2015,Luzula arctica,STANDINGDEAD,LEAF,1,2,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,1,2,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,1,2,NA,1,
QHI,HE,CTL,3,2015,Arctagrostis latifolia,STANDINGDEAD,FLOWERSTALK,2,2,NA,2,18.4
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,2,2,NA,4,
QHI,HE,CTL,3,2015,Luzula arctica,STANDINGDEAD,LEAF,2,2,NA,2,
QHI,HE,CTL,3,2015,Luzula arctica,LIVE,LEAF,2,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,2,2,NA,1,
QHI,HE,CTL,3,2015,Pyrola grandiflora,LIVE,LEAF,2,2,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,2,2,NA,1,
QHI,HE,CTL,3,2015,Arctagrostis latifolia,STANDINGDEAD,LEAF,2,2,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,2,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,3,2,NA,9,24.7
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,FLOWER,3,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,3,2,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,3,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,4,2,NA,9,14.4
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,4,2,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,4,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,5,2,NA,4,14.3
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,5,2,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,5,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,6,2,NA,5,16.3
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,6,2,NA,2,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,6,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,7,2,NA,6,17.1
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,7,2,NA,2,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,7,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,8,2,NA,7,33.3
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,8,2,NA,5,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,8,2,NA,1,
QHI,HE,CTL,3,2015,Arctagrostis latifolia,LIVE,LEAF,9,2,NA,1,17.2
QHI,HE,CTL,3,2015,Arctagrostis latifolia,STANDINGDEAD,LEAF,9,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,9,2,NA,4,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,9,2,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,9,2,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,10,2,NA,9,6.4
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,10,2,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,10,2,NA,1,
QHI,HE,CTL,3,2015,Luzula arctica,LIVE,LEAF,1,3,NA,4,12.8
QHI,HE,CTL,3,2015,Luzula arctica,STANDINGDEAD,LEAF,1,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,1,3,NA,2,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,1,3,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,1,3,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,1,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,2,3,NA,3,14.2
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,2,3,NA,2,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,2,3,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,2,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,3,3,NA,5,28.9
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,3,3,NA,5,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,3,3,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,3,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,4,3,NA,3,19.5
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,4,3,NA,6,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,4,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,5,3,NA,6,18
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,5,3,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,5,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,6,3,NA,4,28.5
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,6,3,NA,2,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,6,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,7,3,NA,6,18.4
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,7,3,NA,5,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,7,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,8,3,NA,4,17.7
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,8,3,NA,1,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,STEM,8,3,NA,1,10.3
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,8,3,NA,1,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,LEAF,9,3,NA,4,17.6
QHI,HE,CTL,3,2015,Stellaria longipes,LIVE,LEAF,9,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,9,3,NA,4,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,9,3,NA,1,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,STEM,9,3,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,9,3,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,9,3,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,10,3,NA,4,10.7
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,10,3,NA,3,
QHI,HE,CTL,3,2015,Arctagrostis latifolia,LIVE,LEAF,10,3,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,10,3,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,10,3,NA,1,
QHI,HE,CTL,3,2015,Poa arctica,LIVE,FLOWER,1,4,NA,1,24.1
QHI,HE,CTL,3,2015,Luzula arctica,STANDINGDEAD,LEAF,1,4,NA,1,
QHI,HE,CTL,3,2015,Luzula arctica,LIVE,LEAF,1,4,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,1,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,1,4,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,2,4,NA,1,12.9
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,2,4,NA,1,
QHI,HE,CTL,3,2015,Luzula arctica,LIVE,LEAF,2,4,NA,1,
QHI,HE,CTL,3,2015,Luzula arctica,STANDINGDEAD,LEAF,2,4,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,2,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,2,4,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,3,4,NA,6,28.5
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,3,4,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,3,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,3,4,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,4,4,NA,8,38.1
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,4,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,4,4,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,5,4,NA,9,32
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,5,4,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,5,4,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,6,4,NA,5,30.2
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,6,4,NA,2,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,6,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,6,4,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,7,4,NA,3,16.5
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,7,4,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,7,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,7,4,NA,1,
QHI,HE,CTL,3,2015,Poa arctica,LIVE,LEAF,8,4,NA,1,8.8
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,8,4,NA,3,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,8,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,8,4,NA,1,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,LEAF,9,4,NA,1,16.3
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,9,4,NA,3,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,9,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,9,4,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,10,4,NA,5,16.6
QHI,HE,CTL,3,2015,Arctagrostis latifolia,LIVE,STEM,10,4,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,10,4,NA,1,
QHI,HE,CTL,3,2015,Salix reticulata,LIVE,LEAF,1,5,NA,1,1.1
QHI,HE,CTL,3,2015,Salix reticulata,STANDINGDEAD,LEAF,1,5,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,1,5,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,1,5,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,2,5,NA,1,0.2
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,2,5,NA,1,
QHI,HE,CTL,3,2015,XXXfeces,NA,NA,2,5,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,3,5,NA,13,27.1
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,3,5,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,3,5,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,4,5,NA,2,26.8
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,4,5,NA,2,
QHI,HE,CTL,3,2015,XXXpeltigera,LIVE,LEAF,4,5,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,4,5,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,4,5,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,5,5,NA,4,22.2
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,5,5,NA,2,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,5,5,NA,1,
QHI,HE,CTL,3,2015,XXXpeltigera,LIVE,LEAF,5,5,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,5,5,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,6,5,NA,2,9.5
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,6,5,NA,3,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,6,5,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,6,5,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,7,5,NA,5,9.7
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,7,5,NA,2,
QHI,HE,CTL,3,2015,Stellaria longipes,STANDINGDEAD,STEM,7,5,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,7,5,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,7,5,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,8,5,NA,3,6.3
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,8,5,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,8,5,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,9,5,NA,5,8.3
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,9,5,NA,2,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,9,5,NA,1,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,LEAF,10,5,NA,3,21.8
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,STEM,10,5,NA,1,
QHI,HE,CTL,3,2015,Luzula arctica,STANDINGDEAD,LEAF,10,5,NA,1,
QHI,HE,CTL,3,2015,Poa arctica,LIVE,LEAF,10,5,NA,2,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,10,5,NA,3,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,10,5,NA,2,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,10,5,NA,1,
QHI,HE,CTL,3,2015,Salix pulchra,LIVE,LEAF,1,6,NA,1,13.4
QHI,HE,CTL,3,2015,Salix reticulata,LIVE,LEAF,1,6,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,1,6,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,1,6,NA,1,
QHI,HE,CTL,3,2015,Salix reticulata,LIVE,LEAF,2,6,NA,2,7.1
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,2,6,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,2,6,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,3,6,NA,3,21
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,3,6,NA,4,
QHI,HE,CTL,3,2015,Luzula arctica,LIVE,LEAF,3,6,NA,1,
QHI,HE,CTL,3,2015,XXXothermoss,LIVE,LEAF,3,6,NA,1,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,3,6,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,4,6,NA,5,18.9
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,4,6,NA,3,
QHI,HE,CTL,3,2015,XXXlitter,LITTER,NA,4,6,NA,1,
QHI,HE,CTL,3,2015,Eriophorum vaginatum,LIVE,LEAF,5,6,NA,5,20.2
QHI,HE,CTL,3,2015,Eriophorum vaginatum,STANDINGDEAD,LEAF,5,6,NA,2,
QHI,HE,CTL,3,2015,Luzula arctica,LIVE,LEAF,5,6,NA,1,
