"","IndivUN","Year","Site","Plot","Indiv","rw","Sp","ptsep","ptoct","ptnov","ptdec","tjan","tfeb","tmar","tapr","tmay","tjun","tjul","taug","Ice","IceLag","nrw","cambial","L","keep"
"612","HR1-16",2012,"Herschel","HR1","16",0.294684262829703,"Salix pulchra",2.9,-6.4,-22.5,-22.2,-30,-21.5,-27.3,-14,-3.1,7.9,11.4,9.3,0,0.0022,0.350179116545302,23,20,"yes"
"613","HR1-16",1998,"Herschel","HR1","16",0.2019563198234,"Salix pulchra",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,-0.291467773848462,9,20,"yes"
"614","HR1-16",2006,"Herschel","HR1","16",0.362666536578525,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.820594108387232,17,20,"yes"
"615","HR1-16",2014,"Herschel","HR1","16",0.134654086665555,"Salix pulchra",1.9,-7.1,-22.5,-27.6,-19,-30.3,-26.3,-16.2,-2.2,6.2,10.4,8.3,0.0041,0.0566,-0.757177108297432,25,20,"yes"
"616","HR1-16",2000,"Herschel","HR1","16",0.488797607260392,"Salix pulchra",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,1.69337966429625,11,20,"yes"
"617","HR1-16",2010,"Herschel","HR1","16",0.272118167476573,"Salix pulchra",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,0.194029153090586,21,20,"yes"
"618","HR1-16",1995,"Herschel","HR1","16",0.0903157886174361,"Salix pulchra",-0.6,-7.5,-22.2,-26.8,-25.7,-26.8,-26.1,-11.4,0.5,7.9,10.6,7.8,0.0011,0.1138,-1.06398355892682,6,20,"yes"
"619","HR1-16",1996,"Herschel","HR1","16",0.138377744392353,"Salix pulchra",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,-0.731410620614984,7,20,"yes"
"620","HR1-16",2002,"Herschel","HR1","16",0.212416762297808,"Salix pulchra",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,-0.219084949769317,13,20,"yes"
"621","HR1-16",2004,"Herschel","HR1","16",0.505632993468914,"Salix pulchra",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,1.80987500387843,15,20,"yes"
"622","HR1-16",2007,"Herschel","HR1","16",0.270535244051275,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,0.183075843218231,18,20,"yes"
"623","HR1-16",2001,"Herschel","HR1","16",0.202947282331898,"Salix pulchra",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,-0.284610638971322,12,20,"yes"
"624","HR1-16",2009,"Herschel","HR1","16",0.105367488128193,"Salix pulchra",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,-0.95983074508124,20,20,"yes"
"625","HR1-16",1999,"Herschel","HR1","16",0.654997804277753,"Salix pulchra",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,2.84343040565447,10,20,"yes"
"626","HR1-17",1997,"Herschel","HR1","17",0.029235831038979,"Salix pulchra",-1.4,-14.3,-18.3,-21.9,-28.4,-26.3,-26.5,-14.3,-3.2,6.8,10.3,9.8,7e-04,0.4155,-1.09195061281216,9,21,"yes"
"627","HR1-17",2009,"Herschel","HR1","17",0.0659385571798771,"Salix pulchra",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,-0.838044672253874,21,21,"yes"
"628","HR1-17",2005,"Herschel","HR1","17",0.0194234076802175,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,-1.15983201683916,17,21,"yes"
"629","HR1-17",1999,"Herschel","HR1","17",0.268267804672306,"Salix pulchra",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,0.561649663523856,11,21,"yes"
"630","HR1-17",2006,"Herschel","HR1","17",0.370968565081351,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,1.27212367756864,18,21,"yes"
"631","HR1-17",2003,"Herschel","HR1","17",0.246911495477335,"Salix pulchra",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,0.413908764055344,15,21,"yes"
"632","HR1-17",2008,"Herschel","HR1","17",0.259773428722563,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,0.502886385104274,20,21,"yes"
"633","HR1-17",2012,"Herschel","HR1","17",0.303930991742749,"Salix pulchra",2.9,-6.4,-22.5,-22.2,-30,-21.5,-27.3,-14,-3.1,7.9,11.4,9.3,0,0.0022,0.808364172458841,24,21,"yes"
"634","HR1-17",2007,"Herschel","HR1","17",0.320110884926527,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,0.920295122252302,19,21,"yes"
"635","HR1-17",1995,"Herschel","HR1","17",0.102617643974167,"Salix pulchra",-0.6,-7.5,-22.2,-26.8,-25.7,-26.8,-26.1,-11.4,0.5,7.9,10.6,7.8,0.0011,0.1138,-0.584302266428989,7,21,"yes"
"636","HR1-17",2010,"Herschel","HR1","17",0.192052403053652,"Salix pulchra",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,0.0343988222995921,22,21,"yes"
"637","HR1-17",2001,"Herschel","HR1","17",0.321462571145569,"Salix pulchra",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,0.929645957922329,13,21,"yes"
"638","HR1-17",2004,"Herschel","HR1","17",0.528674164381805,"Salix pulchra",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,2.36311589345941,16,21,"yes"
"639","HR1-17",2011,"Herschel","HR1","17",0.175814218071982,"Salix pulchra",1.3,-8.8,-16.8,-26.8,-27.2,-26.5,-26.1,-16.3,-2.1,6.4,10.9,8.1,0.0022,0.0061,-0.0779353845629326,23,21,"yes"
"640","HR1-17",2014,"Herschel","HR1","17",0.0998341198753542,"Salix pulchra",1.9,-7.1,-22.5,-27.6,-19,-30.3,-26.3,-16.2,-2.2,6.2,10.4,8.3,0.0041,0.0566,-0.603558419273402,26,21,"yes"
"641","HR1-17",1994,"Herschel","HR1","17",0.0208789197190342,"Salix pulchra",1.9,-6.4,-18.6,-21.7,-30,-30,-24.1,-14.9,-0.9,5.9,13.1,10.5,0.1138,0,-1.14976292410226,6,21,"yes"
"642","HR1-17",2013,"Herschel","HR1","17",0.147471018760653,"Salix pulchra",3.5,-12.6,-24.1,-29,-25.5,-25.6,-25.5,-20.5,-3.4,8.5,11.2,9.5,0.0566,0,-0.274010919986311,25,21,"yes"
"643","HR1-17",1996,"Herschel","HR1","17",0.149620594126895,"Salix pulchra",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,-0.259140363693807,8,21,"yes"
"644","HR1-17",2002,"Herschel","HR1","17",0.165245938687449,"Salix pulchra",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,-0.151045728108301,14,21,"yes"
"645","HR1-17",2000,"Herschel","HR1","17",0.537667910648986,"Salix pulchra",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,2.42533376785775,12,21,"yes"
"646","HR1-17",1998,"Herschel","HR1","17",0.0373042864013853,"Salix pulchra",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,-1.03613381218052,10,21,"yes"
"647","HR1-18",2010,"Herschel","HR1","18",0.229409929492439,"Salix pulchra",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,-0.112468525770862,11,10,"yes"
"648","HR1-18",2009,"Herschel","HR1","18",0.0394585032541466,"Salix pulchra",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,-1.36378032594047,10,10,"yes"
"649","HR1-18",2008,"Herschel","HR1","18",0.209049607474046,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,-0.246592873776057,9,10,"yes"
"650","HR1-18",2007,"Herschel","HR1","18",0.200737921816773,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,-0.301346399707466,8,10,"yes"
"651","HR1-18",2005,"Herschel","HR1","18",0.0160890406410742,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,-1.51772749501661,6,10,"yes"
"652","HR1-18",2006,"Herschel","HR1","18",0.300799860428576,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.357815192349885,7,10,"yes"
"653","HR1-18",2014,"Herschel","HR1","18",0.150496272048241,"Salix pulchra",1.9,-7.1,-22.5,-27.6,-19,-30.3,-26.3,-16.2,-2.2,6.2,10.4,8.3,0.0041,0.0566,-0.632315060803414,15,10,"yes"
"654","HR1-18",2011,"Herschel","HR1","18",0.170494020261733,"Salix pulchra",1.3,-8.8,-16.8,-26.8,-27.2,-26.5,-26.1,-16.3,-2.1,6.4,10.9,8.1,0.0022,0.0061,-0.500579180679135,12,10,"yes"
"655","HR1-18",2013,"Herschel","HR1","18",0.146465312533784,"Salix pulchra",3.5,-12.6,-24.1,-29,-25.5,-25.6,-25.5,-20.5,-3.4,8.5,11.2,9.5,0.0566,0,-0.658869150479569,14,10,"yes"
"656","HR1-18",2012,"Herschel","HR1","18",0.35144383974911,"Salix pulchra",2.9,-6.4,-22.5,-22.2,-30,-21.5,-27.3,-14,-3.1,7.9,11.4,9.3,0,0.0022,0.691434213729757,13,10,"yes"
"657","HR1-19",2008,"Herschel","HR1","19",0.258123213218271,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,-0.355971994342579,9,10,"yes"
"658","HR1-19",2013,"Herschel","HR1","19",0.117717626649234,"Salix pulchra",3.5,-12.6,-24.1,-29,-25.5,-25.6,-25.5,-20.5,-3.4,8.5,11.2,9.5,0.0566,0,-1.26400632496323,14,10,"yes"
"659","HR1-19",2012,"Herschel","HR1","19",0.357159418103439,"Salix pulchra",2.9,-6.4,-22.5,-22.2,-30,-21.5,-27.3,-14,-3.1,7.9,11.4,9.3,0,0.0022,0.284517292498559,13,10,"yes"
"660","HR1-19",2007,"Herschel","HR1","19",0.269718748601409,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,-0.280981073631319,8,10,"yes"
"661","HR1-19",2011,"Herschel","HR1","19",0.25242824690671,"Salix pulchra",1.3,-8.8,-16.8,-26.8,-27.2,-26.5,-26.1,-16.3,-2.1,6.4,10.9,8.1,0.0022,0.0061,-0.392802615181748,12,10,"yes"
"662","HR1-19",2006,"Herschel","HR1","19",0.419325334895696,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.686558180053427,7,10,"yes"
"663","HR1-19",2009,"Herschel","HR1","19",0.166907469599087,"Salix pulchra",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,-0.945884609098724,10,10,"yes"
"664","HR1-19",2010,"Herschel","HR1","19",0.336647241615149,"Salix pulchra",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,0.151860459517353,11,10,"yes"
"665","HR1-19",2014,"Herschel","HR1","19",0.0969659693558791,"Salix pulchra",1.9,-7.1,-22.5,-27.6,-19,-30.3,-26.3,-16.2,-2.2,6.2,10.4,8.3,0.0041,0.0566,-1.39821193387165,15,10,"yes"
"666","HR1-19",2005,"Herschel","HR1","19",0.117108006889491,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,-1.26794887229343,6,10,"yes"
"667","HR1-2",2002,"Herschel","HR1","2",0.0756231347680863,"Salix pulchra",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,-0.65878013880914,15,22,"yes"
"668","HR1-2",1995,"Herschel","HR1","2",0.0812896448016509,"Salix pulchra",-0.6,-7.5,-22.2,-26.8,-25.7,-26.8,-26.1,-11.4,0.5,7.9,10.6,7.8,0.0011,0.1138,-0.606888558912913,8,22,"yes"
"669","HR1-2",1996,"Herschel","HR1","2",0.0821258889731542,"Salix pulchra",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,-0.599230577019069,9,22,"yes"
"670","HR1-2",2001,"Herschel","HR1","2",0.141573424714876,"Salix pulchra",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,-0.0548343733058575,14,22,"yes"
"671","HR1-2",2011,"Herschel","HR1","2",0.197264987596105,"Salix pulchra",1.3,-8.8,-16.8,-26.8,-27.2,-26.5,-26.1,-16.3,-2.1,6.4,10.9,8.1,0.0022,0.0061,0.45516616806425,24,22,"yes"
"672","HR1-2",2000,"Herschel","HR1","2",0.166621434443173,"Salix pulchra",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,0.174545049012004,13,22,"yes"
"673","HR1-2",2014,"Herschel","HR1","2",0.244924388485937,"Salix pulchra",1.9,-7.1,-22.5,-27.6,-19,-30.3,-26.3,-16.2,-2.2,6.2,10.4,8.3,0.0041,0.0566,0.891611457039644,27,22,"yes"
"674","HR1-2",2006,"Herschel","HR1","2",0.161854558851636,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.13089195316493,19,22,"yes"
"675","HR1-2",1999,"Herschel","HR1","2",0.0619415489420588,"Salix pulchra",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,-0.784070502682686,12,22,"yes"
"676","HR1-2",1998,"Herschel","HR1","2",0.0967239894766825,"Salix pulchra",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,-0.465547146808063,11,22,"yes"
"677","HR1-2",2010,"Herschel","HR1","2",0.18132193631222,"Salix pulchra",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,0.309166229021179,23,22,"yes"
"678","HR1-2",1993,"Herschel","HR1","2",0.0679992150107725,"Salix pulchra",-2.8,-11.9,-18.5,-24.7,-24.4,-21.8,-20.8,-13.8,-2.6,6.9,11.9,7.4,0,0.2047,-0.728596875895232,6,22,"yes"
"679","HR1-2",2005,"Herschel","HR1","2",0.160825543453434,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,0.121468651267648,18,22,"yes"
"680","HR1-2",1994,"Herschel","HR1","2",0.106344183205582,"Salix pulchra",1.9,-6.4,-18.6,-21.7,-30,-30,-24.1,-14.9,-0.9,5.9,13.1,10.5,0.1138,0,-0.377449349655424,7,22,"yes"
"681","HR1-2",2013,"Herschel","HR1","2",0.359279961783886,"Salix pulchra",3.5,-12.6,-24.1,-29,-25.5,-25.6,-25.5,-20.5,-3.4,8.5,11.2,9.5,0.0566,0,1.93883299785046,26,22,"yes"
"682","HR1-2",1997,"Herschel","HR1","2",0.0484894978008859,"Salix pulchra",-1.4,-14.3,-18.3,-21.9,-28.4,-26.3,-26.5,-14.3,-3.2,6.8,10.3,9.8,7e-04,0.4155,-0.907258881848266,10,22,"yes"
"683","HR1-2",2008,"Herschel","HR1","2",0.235958675230457,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,0.80950712421969,21,22,"yes"
"684","HR1-2",2007,"Herschel","HR1","2",0.206151664937828,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,0.536546722331076,20,22,"yes"
"685","HR1-2",2003,"Herschel","HR1","2",0.0359991594337634,"Salix pulchra",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,-1.02164028900528,16,22,"yes"
"686","HR1-2",2012,"Herschel","HR1","2",0.544643715355858,"Salix pulchra",2.9,-6.4,-22.5,-22.2,-30,-21.5,-27.3,-14,-3.1,7.9,11.4,9.3,0,0.0022,3.63631839386481,25,22,"yes"
"687","HR1-2",2004,"Herschel","HR1","2",0.0758860901392686,"Salix pulchra",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,-0.656372101133036,17,22,"yes"
"688","HR1-2",2009,"Herschel","HR1","2",0.0533444845596892,"Salix pulchra",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,-0.862798899990421,22,22,"yes"
"689","HR1-5",2004,"Herschel","HR1","5",0.0486387585827126,"Salix pulchra",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,-0.648532119901981,17,22,"yes"
"690","HR1-5",1995,"Herschel","HR1","5",0.0536580330892719,"Salix pulchra",-0.6,-7.5,-22.2,-26.8,-25.7,-26.8,-26.1,-11.4,0.5,7.9,10.6,7.8,0.0011,0.1138,-0.538835263654813,8,22,"yes"
"691","HR1-5",2000,"Herschel","HR1","5",0.0500352731924008,"Salix pulchra",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,-0.618011122856324,13,22,"yes"
"692","HR1-5",2014,"Herschel","HR1","5",0.0775496416196077,"Salix pulchra",1.9,-7.1,-22.5,-27.6,-19,-30.3,-26.3,-16.2,-2.2,6.2,10.4,8.3,0.0041,0.0566,-0.0166812465671146,27,22,"yes"
"693","HR1-5",2002,"Herschel","HR1","5",0.0840860874154934,"Salix pulchra",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,0.126173573168613,15,22,"yes"
"694","HR1-5",1996,"Herschel","HR1","5",0.0314434713221557,"Salix pulchra",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,-1.02433721928139,9,22,"yes"
"695","HR1-5",2011,"Herschel","HR1","5",0.0853701361564507,"Salix pulchra",1.3,-8.8,-16.8,-26.8,-27.2,-26.5,-26.1,-16.3,-2.1,6.4,10.9,8.1,0.0022,0.0061,0.154236614942295,24,22,"yes"
"696","HR1-5",1994,"Herschel","HR1","5",0.0850721496044004,"Salix pulchra",1.9,-6.4,-18.6,-21.7,-30,-30,-24.1,-14.9,-0.9,5.9,13.1,10.5,0.1138,0,0.147724082519305,7,22,"yes"
"697","HR1-5",2001,"Herschel","HR1","5",0.051467187449911,"Salix pulchra",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,-0.5867164621919,14,22,"yes"
"698","HR1-5",2007,"Herschel","HR1","5",0.211146478441949,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,2.90309390915007,20,22,"yes"
"699","HR1-5",1998,"Herschel","HR1","5",0.0376077039970612,"Salix pulchra",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,-0.889617162681667,11,22,"yes"
"700","HR1-5",1997,"Herschel","HR1","5",0.0220179274462484,"Salix pulchra",-1.4,-14.3,-18.3,-21.9,-28.4,-26.3,-26.5,-14.3,-3.2,6.8,10.3,9.8,7e-04,0.4155,-1.23033362976971,10,22,"yes"
"701","HR1-5",2012,"Herschel","HR1","5",0.0856903128281491,"Salix pulchra",2.9,-6.4,-22.5,-22.2,-30,-21.5,-27.3,-14,-3.1,7.9,11.4,9.3,0,0.0022,0.16123411513542,25,22,"yes"
"702","HR1-5",2013,"Herschel","HR1","5",0.0668988249085012,"Salix pulchra",3.5,-12.6,-24.1,-29,-25.5,-25.6,-25.5,-20.5,-3.4,8.5,11.2,9.5,0.0566,0,-0.249456144243329,26,22,"yes"
"703","HR1-5",2010,"Herschel","HR1","5",0.111780783977494,"Salix pulchra",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,0.731444542827767,23,22,"yes"
"704","HR1-5",2006,"Herschel","HR1","5",0.106850572896918,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.62369417861331,19,22,"yes"
"705","HR1-5",2009,"Herschel","HR1","5",0.199998724837383,"Salix pulchra",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,2.65945839508508,22,22,"yes"
"706","HR1-5",2003,"Herschel","HR1","5",0.0829891803037454,"Salix pulchra",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,0.102200534515981,16,22,"yes"
"707","HR1-5",1999,"Herschel","HR1","5",0.0513334660283309,"Salix pulchra",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,-0.589638960162688,12,22,"yes"
"708","HR1-5",2005,"Herschel","HR1","5",0.0908929078198136,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,0.2749374629334,18,22,"yes"
"709","HR1-5",1993,"Herschel","HR1","5",0.112428522886439,"Salix pulchra",-2.8,-11.9,-18.5,-24.7,-24.4,-21.8,-20.8,-13.8,-2.6,6.9,11.9,7.4,0,0.2047,0.74560095564947,6,22,"yes"
"710","HR1-5",2008,"Herschel","HR1","5",0.111210365049896,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,0.71897796762461,21,22,"yes"
"711","HR1-6",2009,"Herschel","HR1","6",0.0534005751132799,"Salix pulchra",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,-0.753732153738593,20,20,"yes"
"712","HR1-6",1996,"Herschel","HR1","6",0.0987569710700592,"Salix pulchra",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,-0.195671736375853,7,20,"yes"
"713","HR1-6",2011,"Herschel","HR1","6",0.122580167305681,"Salix pulchra",1.3,-8.8,-16.8,-26.8,-27.2,-26.5,-26.1,-16.3,-2.1,6.4,10.9,8.1,0.0022,0.0061,0.0974464127565093,22,20,"yes"
"714","HR1-6",2010,"Herschel","HR1","6",0.11563850644824,"Salix pulchra",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,0.0120369335953805,21,20,"yes"
"715","HR1-6",2005,"Herschel","HR1","6",0.15270826071802,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,0.468139366404215,16,20,"yes"
"716","HR1-6",2006,"Herschel","HR1","6",0.119088968281631,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.0544910600800226,17,20,"yes"
"717","HR1-6",2002,"Herschel","HR1","6",0.334172403276403,"Salix pulchra",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,2.70085545850735,13,20,"yes"
"718","HR1-6",2014,"Herschel","HR1","6",0.0810173405367724,"Salix pulchra",1.9,-7.1,-22.5,-27.6,-19,-30.3,-26.3,-16.2,-2.2,6.2,10.4,8.3,0.0041,0.0566,-0.413938320623431,25,20,"yes"
"719","HR1-6",2001,"Herschel","HR1","6",0.213642166260021,"Salix pulchra",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,1.21786385489122,12,20,"yes"
"720","HR1-6",2008,"Herschel","HR1","6",0.0519593063785291,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,-0.77146537558482,19,20,"yes"
"721","HR1-6",2013,"Herschel","HR1","6",0.0993529975601255,"Salix pulchra",3.5,-12.6,-24.1,-29,-25.5,-25.6,-25.5,-20.5,-3.4,8.5,11.2,9.5,0.0566,0,-0.188338287921912,24,20,"yes"
"722","HR1-6",2007,"Herschel","HR1","6",0.0973804025792959,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,-0.212608893093857,18,20,"yes"
"723","HR1-6",2000,"Herschel","HR1","6",0.352225296270477,"Salix pulchra",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,2.92297639175959,11,20,"yes"
"724","HR1-6",2003,"Herschel","HR1","6",0.166983487277797,"Salix pulchra",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,0.643780281513257,14,20,"yes"
"725","HR1-6",1999,"Herschel","HR1","6",0.0468355698849773,"Salix pulchra",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,-0.834507300890634,10,20,"yes"
