"","IndivUN","Year","Site","Plot","Indiv","rw","Sp","ptsep","ptoct","ptnov","ptdec","tjan","tfeb","tmar","tapr","tmay","tjun","tjul","taug","Ice","IceLag","nrw","cambial","L","keep"
"267","HF-8",2009,"Herschel","HF","8",0.186232626786337,"Salix richardsonii",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,0.139101675423285,21,21,"yes"
"268","HF-8",1997,"Herschel","HF","8",0.181374880184733,"Salix richardsonii",-1.4,-14.3,-18.3,-21.9,-28.4,-26.3,-26.5,-14.3,-3.2,6.8,10.3,9.8,7e-04,0.4155,0.0882826401878178,9,21,"yes"
"269","HF-8",2010,"Herschel","HF","8",0.0540713227605437,"Salix richardsonii",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,-1.24349616610169,22,21,"yes"
"270","HF-8",2011,"Herschel","HF","8",0.198638245033113,"Salix richardsonii",1.3,-8.8,-16.8,-26.8,-27.2,-26.5,-26.1,-16.3,-2.1,6.4,10.9,8.1,0.0022,0.0061,0.268882333515367,23,21,"yes"
"271","HF-8",1995,"Herschel","HF","8",0.17652230742419,"Salix richardsonii",-0.6,-7.5,-22.2,-26.8,-25.7,-26.8,-26.1,-11.4,0.5,7.9,10.6,7.8,0.0011,0.1138,0.0375177307914844,7,21,"yes"
"272","HF-8",2006,"Herschel","HF","8",0.0808061388985709,"Salix richardsonii",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,-0.96381143267329,18,21,"yes"
"273","HF-8",2003,"Herschel","HF","8",0.227648353084698,"Salix richardsonii",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,0.572369901757741,15,21,"yes"
"274","HF-8",1996,"Herschel","HF","8",0.164770826071802,"Salix richardsonii",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,-0.085419711997073,8,21,"yes"
"275","HF-8",2000,"Herschel","HF","8",0.181962737452074,"Salix richardsonii",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,0.0944324750047562,12,21,"yes"
"276","HF-8",1994,"Herschel","HF","8",0.17749482615894,"Salix richardsonii",1.9,-6.4,-18.6,-21.7,-30,-30,-24.1,-14.9,-0.9,5.9,13.1,10.5,0.1138,0,0.0476916793115946,6,21,"yes"
"277","HF-8",1998,"Herschel","HF","8",0.238063349599163,"Salix richardsonii",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,0.681325785679551,10,21,"yes"
"278","HF-9",1998,"Herschel","HF","9",0.248580665132015,"Salix richardsonii",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,1.34615496586181,7,18,"yes"
"279","HF-9",2013,"Herschel","HF","9",0.0938020124864846,"Salix richardsonii",3.5,-12.6,-24.1,-29,-25.5,-25.6,-25.5,-20.5,-3.4,8.5,11.2,9.5,0.0566,0,-0.898933939533488,22,18,"yes"
"280","HF-9",1997,"Herschel","HF","9",0.0578391057165777,"Salix richardsonii",-1.4,-14.3,-18.3,-21.9,-28.4,-26.3,-26.5,-14.3,-3.2,6.8,10.3,9.8,7e-04,0.4155,-1.4205816061519,6,18,"yes"
"281","HF-9",1999,"Herschel","HF","9",0.181764239126644,"Salix richardsonii",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,0.376972109189894,8,18,"yes"
"282","HF-9",2010,"Herschel","HF","9",0.215529978026577,"Salix richardsonii",2.5,-8,-20.3,-20.9,-23.5,-23.8,-22.2,-13.7,-2.4,7.1,10.7,8.8,0.0061,0.1043,0.866749507371067,19,18,"yes"
"283","HF-9",2007,"Herschel","HF","9",0.253230703498308,"Salix richardsonii",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,1.41360450988734,16,18,"yes"
"284","HF-9",2014,"Herschel","HF","9",0.0844010498413031,"Salix richardsonii",1.9,-7.1,-22.5,-27.6,-19,-30.3,-26.3,-16.2,-2.2,6.2,10.4,8.3,0.0041,0.0566,-1.03529639374782,23,18,"yes"
"285","HF-9",2006,"Herschel","HF","9",0.170130096613303,"Salix richardsonii",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.208217026792916,15,18,"yes"
"286","HF-9",2011,"Herschel","HF","9",0.179767273551672,"Salix richardsonii",1.3,-8.8,-16.8,-26.8,-27.2,-26.5,-26.1,-16.3,-2.1,6.4,10.9,8.1,0.0022,0.0061,0.348005806794873,20,18,"yes"
"287","HF-9",2003,"Herschel","HF","9",0.179699129782707,"Salix richardsonii",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,0.347017370618046,12,18,"yes"
"288","HF-9",2012,"Herschel","HF","9",0.240580202992571,"Salix richardsonii",2.9,-6.4,-22.5,-22.2,-30,-21.5,-27.3,-14,-3.1,7.9,11.4,9.3,0,0.0022,1.23010699361051,21,18,"yes"
"289","HF-9",2002,"Herschel","HF","9",0.161689119667957,"Salix richardsonii",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,0.085779317413878,11,18,"yes"
"290","HF-9",2001,"Herschel","HF","9",0.141778059711904,"Salix richardsonii",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,-0.203033765255674,10,18,"yes"
"291","HF-9",2000,"Herschel","HF","9",0.277026568658226,"Salix richardsonii",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,1.75876730819108,9,18,"yes"
"292","HF-9",2009,"Herschel","HF","9",0.197900884168672,"Salix richardsonii",1.8,-9.5,-18.1,-25.4,-28.3,-27.6,-28,-15.7,-2.8,6.6,10.9,8.4,0.1043,0.0191,0.611036704887913,18,18,"yes"
"293","HF-9",2005,"Herschel","HF","9",0.185809397997977,"Salix richardsonii",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,0.435647780203717,14,18,"yes"
"294","HF-9",2008,"Herschel","HF","9",0.171370679432179,"Salix richardsonii",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,0.226211877344185,17,18,"yes"
"295","HF-9",2004,"Herschel","HF","9",0.094308360364131,"Salix richardsonii",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,-0.891589283258583,13,18,"yes"
"296","HG-281",1998,"Herschel Island","HG","281",0.2925,"Salix glauca",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,-0.307438304296061,30,35,"yes"
"297","HG-281",1980,"Herschel Island","HG","281",0.2475,"Salix glauca",3.2,-6.5,-12,-26.6,-29,-22.5,-23.9,-18.8,-5.1,8.5,8.6,7.2,0.1173,0.003,-0.607242700900445,12,35,"yes"
"298","HG-281",1989,"Herschel Island","HG","281",0.5275,"Salix glauca",1.1,-12.8,-29,-22.3,-32.5,-18.4,-22.3,-11.7,-4.3,7.1,13.1,11.5,0.0717,0.0766,1.25820687797128,21,35,"yes"
"299","HG-281",1975,"Herschel Island","HG","281",0.2425,"Salix glauca",0.9,-14.8,-24.5,-33.5,-35.2,-29.1,-22.1,-17.3,-4.1,6,10.4,6.4,0.132,0.469,-0.640554300523154,7,35,"yes"
"300","HG-281",1985,"Herschel Island","HG","281",0.45,"Salix glauca",2.2,-9.4,-26.3,-28,-24.7,-30.1,-22.2,-22.4,-2.1,6.5,7.1,7.5,0.384,0.2095,0.741877083819282,17,35,"yes"
"301","HG-281",1999,"Herschel Island","HG","281",0.51,"Salix glauca",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,1.14161627929179,31,35,"yes"
"302","HG-281",1983,"Herschel Island","HG","281",0.2925,"Salix glauca",2.3,-13.6,-27,-27.3,-31.9,-30.3,-27.5,-17.7,-8.3,7.5,9.6,8.5,0.2279,0,-0.307438304296061,15,35,"yes"
"303","HG-281",1979,"Herschel Island","HG","281",0.1375,"Salix glauca",4.2,-14.1,-15.1,-23.5,-20.3,-28.6,-28.6,-15.8,-1.2,6.4,12.8,11,0.003,0,-1.34009789260005,11,35,"yes"
"304","HG-281",1984,"Herschel Island","HG","281",0.305,"Salix glauca",-1.4,-14.3,-17.2,-20.4,-27,-34.2,-27.1,-18.6,-3,7.6,9.3,6.5,0.2095,0.2279,-0.224159305239288,16,35,"yes"
"305","HG-281",2008,"Herschel Island","HG","281",0.3625,"Salix glauca",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,0.158924090421869,40,35,"yes"
"306","HG-281",2003,"Herschel Island","HG","281",0.5,"Salix glauca",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,1.07499308004637,35,35,"yes"
"307","HG-281",2000,"Herschel Island","HG","281",0.41,"Salix glauca",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,0.475384286837607,32,35,"yes"
"308","HG-281",2002,"Herschel Island","HG","281",0.38,"Salix glauca",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,0.275514689101352,34,35,"yes"
"309","HG-281",1995,"Herschel Island","HG","281",0.2725,"Salix glauca",-0.6,-7.5,-22.2,-26.8,-25.7,-26.8,-26.1,-11.4,0.5,7.9,10.6,7.8,0.0011,0.1138,-0.440684702786898,27,35,"yes"
"310","HG-281",1974,"Herschel Island","HG","281",0.2675,"Salix glauca",3.4,-9.6,-19.3,-23.7,-26,-34.4,-28.7,-21.5,-5.9,3,8.4,6.7,0.469,0.0508,-0.473996302409607,6,35,"yes"
"311","HG-281",2007,"Herschel Island","HG","281",0.655,"Salix glauca",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,2.10765266835036,39,35,"yes"
"312","HG-281",1996,"Herschel Island","HG","281",0.32,"Salix glauca",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,-0.12422450637116,28,35,"yes"
"313","HG-281",1988,"Herschel Island","HG","281",0.3175,"Salix glauca",1.6,-6,-22,-23.8,-26.1,-24.8,-20.7,-13.6,-3.8,6.9,11.7,7.2,0.0766,0.0061,-0.140880306182514,20,35,"yes"
"314","HG-281",2001,"Herschel Island","HG","281",0.47,"Salix glauca",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,0.875123482310118,33,35,"yes"
"315","HG-281",2005,"Herschel Island","HG","281",0.8075,"Salix glauca",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,3.123656456843,37,35,"yes"
"316","HG-281",1987,"Herschel Island","HG","281",0.3675,"Salix glauca",4.2,-9.4,-22.4,-23.3,-25.2,-28.6,-23.2,-20.3,-5.4,7,11.9,9.1,0.0061,0.0962,0.192235690044578,19,35,"yes"
"317","HG-281",1978,"Herschel Island","HG","281",0.2375,"Salix glauca",3.5,-6.2,-21.6,-23,-22.4,-25.3,-21.8,-16.1,-7.2,4.2,11.3,7.1,0,0,-0.673865900145863,10,35,"yes"
"318","HG-281",2004,"Herschel Island","HG","281",0.34,"Salix glauca",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,0.00902189211967744,36,35,"yes"
"319","HG-281",1986,"Herschel Island","HG","281",0.2925,"Salix glauca",1.1,-11.8,-18.8,-21.3,-30.3,-23.6,-26.6,-20.1,-5.5,5.7,9.9,6.7,0.0962,0.384,-0.307438304296061,18,35,"yes"
"320","HG-281",1976,"Herschel Island","HG","281",0.1625,"Salix glauca",-1.8,-11.6,-25.2,-29.7,-30.7,-31.3,-26.5,-13.7,-3.5,5.3,9.8,9,0.0055,0.132,-1.1735398944865,8,35,"yes"
"321","HG-281",1997,"Herschel Island","HG","281",0.255,"Salix glauca",-1.4,-14.3,-18.3,-21.9,-28.4,-26.3,-26.5,-14.3,-3.2,6.8,10.3,9.8,7e-04,0.4155,-0.55727530146638,29,35,"yes"
"322","HG-281",1994,"Herschel Island","HG","281",0.315,"Salix glauca",1.9,-6.4,-18.6,-21.7,-30,-30,-24.1,-14.9,-0.9,5.9,13.1,10.5,0.1138,0,-0.157536105993869,26,35,"yes"
"323","HG-281",1993,"Herschel Island","HG","281",0.3475,"Salix glauca",-2.8,-11.9,-18.5,-24.7,-24.4,-21.8,-20.8,-13.8,-2.6,6.9,11.9,7.4,0,0.2047,0.058989291553741,25,35,"yes"
"324","HG-281",2006,"Herschel Island","HG","281",0.7425,"Salix glauca",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,2.69060566174777,38,35,"yes"
"325","HG-281",1990,"Herschel Island","HG","281",0.39666667,"Salix glauca",2.7,-9.1,-27.7,-25.6,-34,-33.5,-19.3,-9.1,-1.3,8.5,13,7.7,0.1537,0.0717,0.386553376718116,22,35,"yes"
"326","HG-281",1982,"Herschel Island","HG","281",0.235,"Salix glauca",-0.5,-8.4,-20.4,-22.6,-31.1,-23.4,-25.6,-16.1,-5.6,6.6,11.8,6.6,0,0.0603,-0.690521699957218,14,35,"yes"
"327","HG-281",1981,"Herschel Island","HG","281",0.215,"Salix glauca",-2.3,-7,-20.5,-27.5,-17.1,-26.2,-22.9,-15.3,-0.3,6.4,10.1,5.4,0.0603,0.1173,-0.823768098448055,13,35,"yes"
"328","HG-281",1992,"Herschel Island","HG","281",0.31333333,"Salix glauca",2,-8.5,-23.6,-28.9,-29.3,-29.4,-19.7,-16,-4.3,7.1,10.9,9.7,0.2047,0.3785,-0.168639994742505,24,35,"yes"
"329","HG-281",1977,"Herschel Island","HG","281",0.1875,"Salix glauca",3.3,-10.3,-15.3,-30.6,-26.9,-27,-30.3,-17.1,-3.1,5.8,9.2,10.4,0,0.0055,-1.00698189637296,9,35,"yes"
"330","HG-281",1991,"Herschel Island","HG","281",0.32333333,"Salix glauca",1.4,-8.8,-24.6,-28.3,-25.5,-28.3,-25.5,-14.8,0.7,7,7.5,5.1,0.3785,0.1537,-0.102016795497087,23,35,"yes"
"331","HG-284",1994,"Herschel Island","HG","284",0.6675,"Salix glauca",1.9,-6.4,-18.6,-21.7,-30,-30,-24.1,-14.9,-0.9,5.9,13.1,10.5,0.1138,0,1.14531431987071,8,17,"yes"
"332","HG-284",2003,"Herschel Island","HG","284",0.21333333,"Salix glauca",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,-1.21703193620843,17,17,"yes"
"333","HG-284",2001,"Herschel Island","HG","284",0.71,"Salix glauca",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,1.36637791285379,15,17,"yes"
"334","HG-284",2005,"Herschel Island","HG","284",0.1325,"Salix glauca",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,-1.63748620356343,19,17,"yes"
"335","HG-284",2002,"Herschel Island","HG","284",0.43,"Salix glauca",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,-0.0900410526818322,16,17,"yes"
"336","HG-284",1997,"Herschel Island","HG","284",0.525,"Salix glauca",-1.4,-14.3,-18.3,-21.9,-28.4,-26.3,-26.5,-14.3,-3.2,6.8,10.3,9.8,7e-04,0.4155,0.404101096339183,11,17,"yes"
"337","HG-284",2006,"Herschel Island","HG","284",0.24,"Salix glauca",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,-1.07832535072386,20,17,"yes"
"338","HG-284",1999,"Herschel Island","HG","284",0.945,"Salix glauca",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,2.58872954464262,13,17,"yes"
"339","HG-284",2000,"Herschel Island","HG","284",0.525,"Salix glauca",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,0.404101096339183,14,17,"yes"
"340","HG-284",1995,"Herschel Island","HG","284",0.4125,"Salix glauca",-0.6,-7.5,-22.2,-26.8,-25.7,-26.8,-26.1,-11.4,0.5,7.9,10.6,7.8,0.0011,0.1138,-0.181067238027809,9,17,"yes"
"341","HG-284",2007,"Herschel Island","HG","284",0.14666667,"Salix glauca",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,-1.56379832189742,21,17,"yes"
"342","HG-284",1992,"Herschel Island","HG","284",0.5075,"Salix glauca",2,-8.5,-23.6,-28.9,-29.3,-29.4,-19.7,-16,-4.3,7.1,10.9,9.7,0.2047,0.3785,0.313074910993206,6,17,"yes"
"343","HG-284",1993,"Herschel Island","HG","284",0.5875,"Salix glauca",-2.8,-11.9,-18.5,-24.7,-24.4,-21.8,-20.8,-13.8,-2.6,6.9,11.9,7.4,0,0.2047,0.729194615431956,7,17,"yes"
"344","HG-284",1996,"Herschel Island","HG","284",0.49,"Salix glauca",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,0.22204872564723,10,17,"yes"
"345","HG-284",2008,"Herschel Island","HG","284",0.33333333,"Salix glauca",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,-0.592852379550309,22,17,"yes"
"346","HG-284",2004,"Herschel Island","HG","284",0.4125,"Salix glauca",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,-0.181067238027809,18,17,"yes"
"347","HG-284",1998,"Herschel Island","HG","284",0.555,"Salix glauca",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,0.560145985503714,12,17,"yes"
"348","HG-285",2008,"Herschel Island","HG","285",0.5575,"Salix glauca",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,-0.612370721060176,11,6,"yes"
"349","HG-285",2007,"Herschel Island","HG","285",0.53,"Salix glauca",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,-0.760564435556739,10,6,"yes"
"350","HG-285",2004,"Herschel Island","HG","285",0.6125,"Salix glauca",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,-0.315983292067051,7,6,"yes"
"351","HG-285",2005,"Herschel Island","HG","285",0.67,"Salix glauca",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,-0.00612370721060158,8,6,"yes"
"352","HG-285",2003,"Herschel Island","HG","285",0.5025,"Salix glauca",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,-0.908758150053302,6,6,"yes"
"353","HG-285",2006,"Herschel Island","HG","285",0.6,"Salix glauca",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,-0.38334407138367,9,6,"yes"
"354","HH-287",1994,"Herschel Island","HH","287",0.11333333,"Salix pulchra",1.9,-6.4,-18.6,-21.7,-30,-30,-24.1,-14.9,-0.9,5.9,13.1,10.5,0.1138,0,-1.01205320553357,6,15,"yes"
"355","HH-287",1997,"Herschel Island","HH","287",0.15,"Salix pulchra",-1.4,-14.3,-18.3,-21.9,-28.4,-26.3,-26.5,-14.3,-3.2,6.8,10.3,9.8,7e-04,0.4155,-0.655382449594371,9,15,"yes"
"356","HH-287",2004,"Herschel Island","HH","287",0.29,"Salix pulchra",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,0.706451222006798,16,15,"yes"
"357","HH-287",2001,"Herschel Island","HH","287",0.1575,"Salix pulchra",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,-0.582427074330023,13,15,"yes"
"358","HH-287",1999,"Herschel Island","HH","287",0.1675,"Salix pulchra",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,-0.485153240644225,11,15,"yes"
"359","HH-287",1995,"Herschel Island","HH","287",0.08333333,"Salix pulchra",-0.6,-7.5,-22.2,-26.8,-25.7,-26.8,-26.1,-11.4,0.5,7.9,10.6,7.8,0.0011,0.1138,-1.30387470659097,7,15,"yes"
"360","HH-287",2002,"Herschel Island","HH","287",0.11,"Salix pulchra",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,-1.04447778433756,14,15,"yes"
"361","HH-287",2005,"Herschel Island","HH","287",0.4025,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,1.80078185097202,17,15,"yes"
"362","HH-287",1996,"Herschel Island","HH","287",0.14333333,"Salix pulchra",1.5,-9.5,-22.6,-24.6,-31.7,-25.2,-23.8,-18.2,-4.3,7.3,11.2,5.6,0.4155,0.0011,-0.720231704476181,8,15,"yes"
"363","HH-287",2006,"Herschel Island","HH","287",0.285,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.657814305163899,18,15,"yes"
"364","HH-287",1998,"Herschel Island","HH","287",0.175,"Salix pulchra",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,-0.412197865379877,10,15,"yes"
"365","HH-287",2000,"Herschel Island","HH","287",0.1825,"Salix pulchra",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,-0.339242490115528,12,15,"yes"
"366","HH-287",2008,"Herschel Island","HH","287",0.16,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,-0.558108615908573,20,15,"yes"
"367","HH-287",2007,"Herschel Island","HH","287",0.1875,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,-0.290605573272629,19,15,"yes"
"368","HH-287",2003,"Herschel Island","HH","287",0.16,"Salix pulchra",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,-0.558108615908573,15,15,"yes"
"369","HH-288",2000,"Herschel Island","HH","288",0.14581634,"Salix pulchra",2.2,-9.9,-19.2,-27.1,-25.1,-24.9,-24.6,-16.8,-7.3,7.5,11.1,7.4,0.072,0.052,-0.481541274075464,8,11,"yes"
"370","HH-288",1998,"Herschel Island","HH","288",0.15748213,"Salix pulchra",3.4,-9.9,-14,-23.3,-31.3,-25.3,-17.3,-8.6,0.8,8,14.4,11.6,0,7e-04,-0.201789977212057,6,11,"yes"
"371","HH-288",2008,"Herschel Island","HH","288",0.17481694,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,0.213907166177354,16,11,"yes"
"372","HH-288",2005,"Herschel Island","HH","288",0.19555073,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,0.711113496943941,13,11,"yes"
"373","HH-288",2006,"Herschel Island","HH","288",0.1975537,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.759145688083889,14,11,"yes"
"374","HH-288",1999,"Herschel Island","HH","288",0.15607398,"Salix pulchra",4.3,-6,-15.1,-19.6,-28.8,-26.8,-25.5,-16.8,-2.6,6.4,8.2,11.1,0.052,0,-0.235558096531726,7,11,"yes"
"375","HH-288",2007,"Herschel Island","HH","288",0.12352873,"Salix pulchra",3,-7.7,-20.8,-20.5,-25.1,-29.6,-29.4,-13.6,-2.7,7.8,11.8,9.2,0,0.0169,-1.01600896134618,15,11,"yes"
"376","HH-288",2004,"Herschel Island","HH","288",0.22888504,"Salix pulchra",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,1.51048640289775,12,11,"yes"
"377","HH-288",2001,"Herschel Island","HH","288",0.21481568,"Salix pulchra",2.1,-7.9,-17.5,-22.6,-23.5,-22.3,-24.4,-14.8,-6.7,6.4,9.5,8.2,0.1062,0.072,1.17309633278349,9,11,"yes"
"378","HH-288",2003,"Herschel Island","HH","288",0.19916822,"Salix pulchra",3.1,-7.4,-13.9,-17.8,-26.5,-25,-25.7,-13.7,-4.1,6,9.9,7.2,0.2574,0.0399,0.797862660000228,11,11,"yes"
"379","HH-288",2002,"Herschel Island","HH","288",0.23297595,"Salix pulchra",3.3,-9.4,-19.2,-23.5,-22.7,-28.3,-23.3,-17.2,-2.7,5.4,9.2,5.8,0.0399,0.1062,1.60858840694989,10,11,"yes"
"380","HH-289",2004,"Herschel Island","HH","289",0.195,"Salix pulchra",1.6,-4.1,-18.1,-22.5,-29.2,-31.4,-28,-15.9,-3.7,7.5,11.3,9.1,0.1468,0.2574,0.372178149875104,6,5,"yes"
"381","HH-289",2006,"Herschel Island","HH","289",0.1875,"Salix pulchra",2.6,-7.4,-22.8,-19.7,-25.2,-22.6,-27,-16.7,-2.1,7.4,10.8,8.9,0.0169,0.0387,0.245299235144955,8,5,"yes"
"382","HH-289",2008,"Herschel Island","HH","289",0.0525,"Salix pulchra",2,-9.4,-14.8,-22.1,-27.6,-28,-25.2,-13.9,-2.2,6.9,10.2,7,0.0191,0,-2.03852122999773,10,5,"yes"
"383","HH-289",2005,"Herschel Island","HH","289",0.24,"Salix pulchra",1.8,-8.5,-17.3,-24.4,-24,-25.1,-21,-14.7,-1.5,5.2,9.3,8.4,0.0387,0.1468,1.133451638256,7,5,"yes"
