site,DayOfYear,DetailedQA,EVI,NDVI,SummaryQA,date
Kanger,301.7176221,20500.44798,-91.13234253,-58.24203822,2,2015-10-16T00:00:00
QHI,306,4368.499278,-1032.064935,-671.6385281,3,2015-11-01T00:00:00
Kanger,309.3510262,8818.946921,-1181.024062,-870.2292994,2.712668082,2015-11-01T00:00:00
QHI,,,,,,2015-11-17T00:00:00
Kanger,,,,,,2015-11-17T00:00:00
QHI,,,,,,2015-12-03T00:00:00
Kanger,,,,,,2015-12-03T00:00:00
QHI,,,,,,2015-12-19T00:00:00
Kanger,,,,,,2015-12-19T00:00:00
QHI,,,,,,2016-01-01T00:00:00
Kanger,,,,,,2016-01-01T00:00:00
QHI,,,,,,2016-01-17T00:00:00
Kanger,31,30491.47534,-203.1973094,-122.9282511,2,2016-01-17T00:00:00
QHI,43.98533007,4190.132029,-1430.564792,-965.7775061,2.995110024,2016-02-02T00:00:00
Kanger,47,20640.1104,251.4062279,163.0339703,2.138004246,2016-02-02T00:00:00
QHI,59.76767677,20497,-600.5512266,-382.9047619,2,2016-02-18T00:00:00
Kanger,60.29582449,7344.403397,262.6935598,172.3248408,3,2016-02-18T00:00:00
QHI,74.49278499,17030.17316,-676.5310245,-424.0743146,2.183261183,2016-03-05T00:00:00
Kanger,71.47275301,20498.14933,258.3050248,179.5902335,2,2016-03-05T00:00:00
QHI,83.57070707,19563.44661,-459.6681097,-296.515873,2.056998557,2016-03-21T00:00:00
Kanger,86.95238095,20383.70936,-185.727422,-114.726601,2,2016-03-21T00:00:00
QHI,101.2842713,20496.0938,-710.3535354,-444.7135642,2,2016-04-06T00:00:00
Kanger,104.2760085,23200.18188,813.0212314,1742.276008,1,2016-04-06T00:00:00
QHI,123.0411255,11581.59885,-531.2453102,-337.2640693,2.552669553,2016-04-22T00:00:00
Kanger,120,4365,1498.319887,3297.977353,1,2016-04-22T00:00:00
QHI,132.6147186,20493,-885.8210678,-575.5836941,2,2016-05-08T00:00:00
Kanger,139,4229,1778.469214,3689.7615,1,2016-05-08T00:00:00
QHI,156.3730159,4291.119769,1521.833333,1825.531025,3,2016-05-24T00:00:00
Kanger,150.329087,4229,1995.508139,4046.980184,1,2016-05-24T00:00:00
QHI,176,4160,3098.733045,4720.480519,0,2016-06-09T00:00:00
Kanger,173,4229,2977.029016,5404.160651,1,2016-06-09T00:00:00
QHI,183,4160,3752.671717,5814.168831,0,2016-06-25T00:00:00
Kanger,182,4229,3227.770701,6019.607926,1,2016-06-25T00:00:00
QHI,197,4160,4474.722944,6913.287157,0,2016-07-11T00:00:00
Kanger,207,3865.200991,3244.444444,5740.994338,1,2016-07-11T00:00:00
QHI,220,4160,4521.776335,6861.6443,0,2016-07-27T00:00:00
Kanger,223,4216.7431,2930.58528,5296.927813,0.822363765,2016-07-27T00:00:00
QHI,234.017316,2969.464646,3420.686147,5844.32684,0.177489177,2016-08-12T00:00:00
Kanger,233.2724699,4172.2569,2551.34041,4371.259023,0.177636235,2016-08-12T00:00:00
QHI,254.3722944,4168.331169,3008.266234,5201.178932,0.062770563,2016-08-28T00:00:00
Kanger,248,4233,1985.472045,4044.262562,1,2016-08-28T00:00:00
QHI,261.034632,4232.601732,2676.903319,5111.26912,0.994227994,2016-09-13T00:00:00
Kanger,262,4233,1755.757962,3714.682944,1,2016-09-13T00:00:00
QHI,277.2943723,4271.28355,2962.700577,5716.883838,0.87950938,2016-09-29T00:00:00
Kanger,284.1507431,20214.91932,284.6171267,184.7586695,2,2016-09-29T00:00:00
QHI,299.1363636,20529.07792,-328.5627706,-215.1868687,2,2016-10-15T00:00:00
Kanger,297.2873319,19708.82166,-326.4246285,-214.3765039,2.048124558,2016-10-15T00:00:00
QHI,306,20234.11977,-328,-215.7835498,2,2016-10-31T00:00:00
Kanger,308,41703.05913,-131.4782609,-80.24,2,2016-10-31T00:00:00
QHI,,,,,,2016-11-16T00:00:00
Kanger,,,,,,2016-11-16T00:00:00
QHI,,,,,,2016-12-02T00:00:00
Kanger,,,,,,2016-12-02T00:00:00
QHI,,,,,,2016-12-18T00:00:00
Kanger,,,,,,2016-12-18T00:00:00
QHI,,,,,,2017-01-01T00:00:00
Kanger,,,,,,2017-01-01T00:00:00
QHI,,,,,,2017-01-17T00:00:00
Kanger,32,20545.14614,-494.410509,-312.4006568,3,2017-01-17T00:00:00
QHI,44.84559885,20543.89755,-690.2323232,-473.005772,2,2017-02-02T00:00:00
Kanger,43.87331918,20497.43878,-47.68011323,-30.91153574,2,2017-02-02T00:00:00
QHI,57.42929293,20660.20346,-325.8975469,-204.5591631,2,2017-02-18T00:00:00
Kanger,52.99929229,18235.52442,-163.0084926,-107.6624204,2.138004246,2017-02-18T00:00:00
QHI,75.95959596,20497,-404.5194805,-261.2683983,2,2017-03-06T00:00:00
Kanger,74.64115822,20497,-148.4219235,-91.15718718,2,2017-03-06T00:00:00
QHI,83.57070707,19563.44661,-459.6681097,-296.515873,2.056998557,2017-03-22T00:00:00
Kanger,86.95238095,20383.70936,-185.727422,-114.726601,2,2017-03-22T00:00:00
QHI,102.9018759,20495.48773,-317.4134199,-198.9163059,2,2017-04-07T00:00:00
Kanger,102.1034483,20497.8867,-119.7922824,-73.21018062,2,2017-04-07T00:00:00
QHI,118.7792208,20493,-405.6796537,-255.4949495,2,2017-04-23T00:00:00
Kanger,120.0962491,19904.98301,-55.51946214,-46.67232838,2,2017-04-23T00:00:00
QHI,136.1089466,13519.33117,-124.9393939,-45.38961039,2.429292929,2017-05-09T00:00:00
Kanger,135.7176221,2836.5046,1373.876858,3004.043878,1.096249115,2017-05-09T00:00:00
QHI,156.1695527,11598.48918,1231.61544,1632.261905,2.56998557,2017-05-25T00:00:00
Kanger,152.1776362,3924.411182,1579.443029,3737.28167,1,2017-05-25T00:00:00
QHI,168.5757576,4150.177489,2521.577922,3407.168831,2.546897547,2017-06-10T00:00:00
Kanger,163.9617834,3484.0092,2190.112527,4550.128096,1,2017-06-10T00:00:00
QHI,181,4160,3722.575036,5982.622655,0,2017-06-26T00:00:00
Kanger,177,4229,2847.251238,5508.216561,1,2017-06-26T00:00:00
QHI,193,4160,4273.923521,6433.274892,0,2017-07-12T00:00:00
Kanger,193,4229,3042.307148,5766.124558,1,2017-07-12T00:00:00
QHI,217,4160,4730.751082,6914.438672,0,2017-07-28T00:00:00
Kanger,209,4229,2971.252654,5856.179759,1,2017-07-28T00:00:00
QHI,239.965368,4304.561328,3438.912698,6622.980519,1,2017-08-13T00:00:00
Kanger,225.631281,3582.568294,2698.104034,4964.199575,1,2017-08-13T00:00:00
QHI,255,4191.281385,2816.483405,5405.204906,0.395382395,2017-08-29T00:00:00
Kanger,248,3586.568294,2006.174805,4226.149328,1,2017-08-29T00:00:00
QHI,261,4237,2649.814574,5189.562771,1,2017-09-14T00:00:00
Kanger,270,4309,1774.730361,3626.980184,1,2017-09-14T00:00:00
QHI,285.2215007,19595.27056,858.525974,959.1378066,2.05988456,2017-09-30T00:00:00
Kanger,286.6482661,20501.90304,435.3198868,421.8152866,2,2017-09-30T00:00:00
QHI,300.0858586,20667.06926,-612.9444444,-725.2265512,2.005772006,2017-10-16T00:00:00
Kanger,297.7827318,13337.83227,613.3262562,748.4295824,2.416843595,2017-10-16T00:00:00
QHI,305.8708514,4146.594517,-670.6053391,-702.0901876,3,2017-11-01T00:00:00
Kanger,307.636235,18453,383.856334,347.5852795,2,2017-11-01T00:00:00
QHI,,,,,,2017-11-17T00:00:00
Kanger,,,,,,2017-11-17T00:00:00
QHI,,,,,,2017-12-03T00:00:00
Kanger,,,,,,2017-12-03T00:00:00
QHI,,,,,,2017-12-19T00:00:00
Kanger,,,,,,2017-12-19T00:00:00
